floor_id,floor_name,booth,desk,distance,partner_flg,partner2_flg,open_time_weekday,close_time_weekday,open_time_saturday,close_time_saturday,open_time_sunday,close_time_sunday,address_detail,floor_name_kana,type,telecube_id,type_name
543,金沢駅みどりの窓口内,"true","false",297786.1059336779,"false",0,07:00,20:00,07:00,20:00,07:00,20:00,石川県金沢市 木ノ新保町1-1 金沢駅,カナザワエキミドリノマドグチナイ,2,1066,BOOTH
520,鎌取駅改札内,"true","false",39630.406357688444,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県千葉市緑区鎌取町 787-3 鎌取駅,カマトリエキカイサツナイ,2,973,BOOTH
403,鴨居駅改札内,"true","false",26145.777043285223,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県横浜市緑区鴨居 １丁目８番14号 鴨居駅,カモイエキカイサツナイ,2,851,BOOTH
99,軽井沢駅さわやかハット内,"true","false",125628.07053237999,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,長野県軽井沢町 大字軽井沢 ７６１ 軽井沢駅,カルイザワエキサワヤカハットナイ,2,234,BOOTH
472,軽井沢観光会館,"false","false",126622.83531708487,"true",1,09:00,16:30,09:00,16:30,09:00,16:30,長野県北佐久郡軽井沢町 軽井沢739-2,カルイザワカンコウカイカン,3,955,その他(WeWork等)
107,軽井沢プリンスホテル イースト,"false","false",125367.54191590314,"true",0,08:00,19:00,08:00,19:00,08:00,19:00,長野県北佐久郡軽井沢町 軽井沢,カルイザワプリンスホテルイースト,3,246,ホテルシェアオフィス
243,Karuizawa Prince The Workation Core,"false","false",125786.58196528658,"true",1,08:00,20:00,08:00,20:00,08:00,20:00,長野県北佐久郡軽井沢町 軽井沢,カルイザワプリンスホテルイーストザワーケーションコア,3,572,その他(WeWork等)
16,川口駅改札外,"true","false",14096.897590334964,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県埼玉県川口市栄町3丁目 1-21,カワグチエキカイサツガイ,2,56,BOOTH
91,川越プリンスホテル,"false","false",36455.90564615851,"true",0,08:00,19:00,08:00,19:00,08:00,19:00,埼玉県川越市新富町 １丁目２２,カワゴエプリンスホテル,3,219,ホテルシェアオフィス
155,川崎駅中央北改札内,"true","false",17784.12997877196,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県川崎市幸区堀川町 川崎駅,カワサキエキチュウオウキタカイサツナイ,2,357,BOOTH
57,神田駅改札内(西口方面),"true","false",1230.801922488955,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都千代田区 鍛冶町 ２丁目 １３ ２６,カンダエキカイサツナイニシグチホウメン,2,760,BOOTH
319,神田駅北口改札外,"true","false",1234.87006337066,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都千代田区 鍛冶町2-12,カンダエキキタグチカイサツガイ,2,715,BOOTH
267,GALA湯沢,"false","false",166339.02801595596,"true",1,10:00,15:30,10:00,15:30,10:00,15:30,新潟県南魚沼郡湯沢町 湯沢１０３９−２,ガーラユザワ,3,618,その他(WeWork等)
405,北上駅西口改札外,"true","false",417207.84142102493,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,岩手県北上市 大通り １丁目 １－２ 北上駅,キタカミエキニシグチカイサツガイ,2,855,BOOTH
345,北千住駅南改札外（改札横）,"true","false",8284.90460744605,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都足立区 千住旭町42-2,キタセンジュエキミナミカイサツガイカイサツヨコ,2,717,BOOTH
60,北千住駅南改札外（仲町出口）,"true","false",8288.42284870957,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都足立区 千住旭町 ４２ 北千住駅,キタセンジュエキミナミカイサツガイナカマチデグチ,2,155,BOOTH
459,北戸田駅改札外,"true","false",18860.285392206766,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県戸田市 新曽字芦原2004 北戸田駅,キタトダエキカイサツガイ,2,934,BOOTH
374,北府中駅改札外,"true","false",26662.93830730807,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都府中市 晴見町2-27-2 北府中駅,キタフチュウエキカイサツナイ,2,816,BOOTH
433,北松戸駅改札外,"true","false",18661.724469475666,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県松戸市 上本郷905号 北松戸駅,キタマツドエキカイサツガイ,2,895,BOOTH
435,北与野駅改札外,"true","false",26375.22164730967,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県さいたま市 上落合2-3-1 北与野駅,キタヨノエキカイサツガイ,2,897,BOOTH
379,吉祥寺駅改札内,"true","false",17133.710947674008,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都武蔵野市吉祥寺南町 1-1-24,キチジョウジエキカイサツナイ,2,738,BOOTH
355,ＫＩＴＴＥ名古屋　地下1階,"true","false",267883.858065125,"false",0,07:30,21:30,07:30,21:30,07:30,21:30,愛知県名古屋市中村区名駅 １丁目1-1 ＪＰタワー名古屋,キッテナゴヤチカイチカイ,2,786,BOOTH
453,旧軽井沢 ホテル音羽ノ森,"false","false",126148.4157642996,"true",0,09:00,17:00,,,,,長野県北佐久郡軽井沢町 軽井沢1323-980,キュウカルイウザワホテルオトワノモリ,3,926,ホテルシェアオフィス
593,京都駅中央口みどりの窓口内,"true","false",372453.658684626,"false",0,07:00,20:45,07:00,20:45,07:00,20:45,京都府下京区 烏丸通塩小路下ル東塩小路町 京都駅,キョウトエキチュウオウグチミドリノマドグチナイ,2,1148,BOOTH
332,熊谷駅在来線改札外,"true","false",61144.19585303508,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県熊谷市 筑波 ２丁目 １１５,クマガヤエキザイライセンカイサツガイ,2,743,BOOTH
